type,latitude,longitude,altitude (m),name,desc,kml_folder
T,39.791756773,-86.232831287,222.0,,,
T,39.791744347,-86.232815550,222.0,,,
T,39.791731954,-86.232798854,222.0,,,
T,39.791720684,-86.232782916,222.0,,,
T,39.791710198,-86.232766455,222.0,,,
T,39.791700467,-86.232750146,222.0,,,
T,39.791690924,-86.232733629,222.0,,,
T,39.791682098,-86.232717309,222.0,,,
T,39.791671797,-86.232698072,222.0,,,
T,39.791662353,-86.232678651,222.0,,,
T,39.791653402,-86.232659576,222.0,,,
T,39.791643513,-86.232638626,222.0,,,
T,39.791634643,-86.232617156,222.0,,,
T,39.791627153,-86.232597145,222.0,,,
T,39.791620608,-86.232579589,221.9,,,
T,39.791612238,-86.232557846,221.9,,,
T,39.791604825,-86.232536166,221.9,,,
T,39.791597613,-86.232513185,221.9,,,
T,39.791592135,-86.232492115,221.9,,,
T,39.791586952,-86.232470776,221.9,,,
T,39.791583320,-86.232453222,221.8,,,
T,39.791580318,-86.232433603,221.8,,,
T,39.791577989,-86.232413208,221.8,,,
T,39.791576164,-86.232395049,221.8,,,
T,39.791574381,-86.232376285,221.8,,,
T,39.791572957,-86.232358299,221.8,,,
T,39.791572076,-86.232338439,221.8,,,
T,39.791571578,-86.232317103,221.8,,,
T,39.791571513,-86.232297053,221.8,,,
T,39.791572086,-86.232272920,221.7,,,
T,39.791573405,-86.232248540,221.7,,,
T,39.791574662,-86.232224513,221.7,,,
T,39.791576796,-86.232200011,221.7,,,
T,39.791578112,-86.232180525,221.7,,,
T,39.791580003,-86.232159505,221.7,,,
T,39.791581607,-86.232139063,221.7,,,
T,39.791582938,-86.232120479,221.7,,,
T,39.791584236,-86.232103079,221.7,,,
T,39.791585826,-86.232085066,221.7,,,
T,39.791587123,-86.232067190,221.7,,,
T,39.791588183,-86.232048619,221.7,,,
T,39.791589675,-86.232032002,221.7,,,
T,39.791591035,-86.232013803,221.7,,,
T,39.791592290,-86.231996461,221.7,,,
T,39.791593856,-86.231979956,221.7,,,
T,39.791595407,-86.231963348,221.7,,,
T,39.791597462,-86.231946455,221.7,,,
T,39.791599698,-86.231928467,221.6,,,
T,39.791601237,-86.231911386,221.6,,,
T,39.791603024,-86.231894343,221.6,,,
T,39.791604991,-86.231878195,221.6,,,
T,39.791606334,-86.231862180,221.6,,,
T,39.791607306,-86.231848204,221.6,,,
T,39.791608855,-86.231834101,221.6,,,
T,39.791610140,-86.231818364,221.6,,,
T,39.791611676,-86.231802707,221.6,,,
T,39.791613336,-86.231784924,221.6,,,
T,39.791615151,-86.231767944,221.6,,,
T,39.791616450,-86.231752705,221.6,,,
T,39.791618037,-86.231737335,221.6,,,
T,39.791619415,-86.231722641,221.6,,,
T,39.791620949,-86.231707074,221.6,,,
T,39.791622500,-86.231691344,221.6,,,
T,39.791623973,-86.231675362,221.6,,,
T,39.791625871,-86.231659814,221.6,,,
T,39.791627257,-86.231645257,221.6,,,
T,39.791629102,-86.231626759,221.5,,,
T,39.791631227,-86.231608193,221.5,,,
T,39.791633436,-86.231589431,221.5,,,
T,39.791635284,-86.231572079,221.5,,,
T,39.791636509,-86.231555718,221.5,,,
T,39.791635225,-86.231538443,221.5,,,
T,39.791632782,-86.231521680,221.5,,,
T,39.791629442,-86.231503938,221.5,,,
T,39.791624772,-86.231487600,221.5,,,
T,39.791619635,-86.231469604,221.5,,,
T,39.791614088,-86.231453088,221.5,,,
T,39.791608019,-86.231436546,221.5,,,
T,39.791600820,-86.231418795,221.5,,,
T,39.791595241,-86.231404956,221.5,,,
T,39.791588778,-86.231389285,221.5,,,
T,39.791582379,-86.231375087,221.5,,,
T,39.791575732,-86.231362133,221.5,,,
T,39.791568554,-86.231348673,221.5,,,
T,39.791561272,-86.231335646,221.5,,,
T,39.791552194,-86.231321958,221.5,,,
T,39.791543961,-86.231310300,221.5,,,
T,39.791534426,-86.231297861,221.5,,,
T,39.791525311,-86.231286735,221.5,,,
T,39.791516899,-86.231276528,221.5,,,
T,39.791507386,-86.231265500,221.5,,,
T,39.791497136,-86.231254523,221.5,,,
T,39.791487531,-86.231244929,221.5,,,
T,39.791477026,-86.231234255,221.5,,,
T,39.791466430,-86.231223925,221.5,,,
T,39.791454770,-86.231212585,221.5,,,
T,39.791445116,-86.231202911,221.5,,,
T,39.791436346,-86.231195389,221.5,,,
T,39.791426284,-86.231186188,221.5,,,
T,39.791416580,-86.231176554,221.5,,,
T,39.791407766,-86.231168496,221.5,,,
T,39.791398368,-86.231159512,221.5,,,
T,39.791391173,-86.231152364,221.5,,,
T,39.791381292,-86.231142117,221.5,,,
T,39.791369926,-86.231132186,221.5,,,
T,39.791362925,-86.231125928,221.5,,,
T,39.791317604,-86.231093255,221.6,,,
T,39.791306686,-86.231086087,221.6,,,
T,39.791295166,-86.231078050,221.6,,,
T,39.791284971,-86.231071137,221.6,,,
T,39.791275826,-86.231066212,221.6,,,
T,39.791266632,-86.231061273,221.6,,,
T,39.791257993,-86.231056369,221.6,,,
T,39.791248042,-86.231051060,221.6,,,
T,39.791238184,-86.231045461,221.6,,,
T,39.791230030,-86.231041340,221.6,,,
T,39.791221039,-86.231037137,221.6,,,
T,39.791211948,-86.231033259,221.6,,,
T,39.791201815,-86.231028184,221.6,,,
T,39.791193224,-86.231024499,221.6,,,
T,39.791184808,-86.231020532,221.6,,,
T,39.791176418,-86.231016982,221.6,,,
T,39.791167124,-86.231013265,221.6,,,
T,39.791158652,-86.231009966,221.6,,,
T,39.791149627,-86.231006290,221.6,,,
T,39.791140745,-86.231002726,221.6,,,
T,39.791133367,-86.231000792,221.6,,,
T,39.791122904,-86.230998346,221.6,,,
T,39.791111968,-86.230996027,221.6,,,
T,39.791100470,-86.230993291,221.6,,,
T,39.791089475,-86.230990957,221.6,,,
T,39.791077468,-86.230988406,221.6,,,
T,39.791065166,-86.230986104,221.6,,,
T,39.791054832,-86.230984532,221.6,,,
T,39.791045185,-86.230982493,221.6,,,
T,39.791034968,-86.230980350,221.5,,,
T,39.791024202,-86.230978698,221.5,,,
T,39.791014350,-86.230976927,221.5,,,
T,39.791004320,-86.230975125,221.5,,,
T,39.790994709,-86.230973402,221.5,,,
T,39.790984686,-86.230971918,221.5,,,
T,39.790974026,-86.230970283,221.5,,,
T,39.790962294,-86.230968774,221.5,,,
T,39.790948977,-86.230966610,221.5,,,
T,39.790936407,-86.230965585,221.5,,,
T,39.790923736,-86.230964694,221.5,,,
T,39.790910305,-86.230963471,221.5,,,
T,39.790898033,-86.230962276,221.5,,,
T,39.790883011,-86.230961917,221.5,,,
T,39.790870357,-86.230961615,221.5,,,
T,39.790858493,-86.230961643,221.5,,,
T,39.790846660,-86.230961988,221.5,,,
T,39.790831656,-86.230962177,221.5,,,
T,39.790818490,-86.230961916,221.5,,,
T,39.790804779,-86.230962497,221.5,,,
T,39.790792200,-86.230962214,221.5,,,
T,39.790780156,-86.230961931,221.5,,,
T,39.790766874,-86.230961949,221.5,,,
T,39.790751712,-86.230961899,221.5,,,
T,39.790737432,-86.230961570,221.5,,,
T,39.790723633,-86.230961266,221.5,,,
T,39.790711240,-86.230960990,221.5,,,
T,39.790696915,-86.230960669,221.5,,,
T,39.790684435,-86.230960701,221.5,,,
T,39.790667443,-86.230960945,221.5,,,
T,39.790652607,-86.230961219,221.5,,,
T,39.790638354,-86.230962274,221.5,,,
T,39.790626264,-86.230963400,221.5,,,
T,39.790613615,-86.230964935,221.5,,,
T,39.790600374,-86.230966544,221.5,,,
T,39.790588330,-86.230968613,221.5,,,
T,39.790573895,-86.230971373,221.5,,,
T,39.790559776,-86.230974059,221.5,,,
T,39.790547529,-86.230976413,221.5,,,
T,39.790536045,-86.230978623,221.5,,,
T,39.790523860,-86.230980949,221.5,,,
T,39.790513008,-86.230982389,221.5,,,
T,39.790499982,-86.230984928,221.5,,,
T,39.790488357,-86.230987163,221.5,,,
T,39.790474247,-86.230989845,221.5,,,
T,39.790461528,-86.230992254,221.5,,,
T,39.790446866,-86.230995041,221.5,,,
T,39.790435066,-86.230997266,221.4,,,
T,39.790421280,-86.230999904,221.4,,,
T,39.790405906,-86.231002809,221.4,,,
T,39.790393141,-86.231005304,221.4,,,
T,39.790377732,-86.231008352,221.4,,,
T,39.790360274,-86.231011006,221.4,,,
T,39.790344718,-86.231014038,221.4,,,
T,39.790329768,-86.231016916,221.4,,,
T,39.790315771,-86.231019642,221.4,,,
T,39.790302652,-86.231022201,221.4,,,
T,39.790286323,-86.231025377,221.4,,,
T,39.790270090,-86.231028504,221.4,,,
T,39.790254790,-86.231031172,221.4,,,
T,39.790236391,-86.231034762,221.4,,,
T,39.790219642,-86.231038071,221.4,,,
T,39.790203377,-86.231040873,221.4,,,
T,39.790188674,-86.231043725,221.4,,,
T,39.790173707,-86.231046618,221.4,,,
T,39.790157284,-86.231049511,221.4,,,
T,39.790139767,-86.231052956,221.4,,,
T,39.790122890,-86.231056168,221.4,,,
T,39.790106307,-86.231058924,221.4,,,
T,39.790090238,-86.231061316,221.4,,,
T,39.790073918,-86.231064333,221.3,,,
T,39.790059026,-86.231067198,221.3,,,
T,39.790042684,-86.231070292,221.3,,,
T,39.790024413,-86.231073430,221.3,,,
T,39.790007165,-86.231076753,221.3,,,
T,39.789991767,-86.231079353,221.3,,,
T,39.789978694,-86.231082278,221.2,,,
T,39.789963768,-86.231085059,221.2,,,
T,39.789949323,-86.231087483,221.2,,,
T,39.789934368,-86.231090338,221.2,,,
T,39.789918221,-86.231093361,221.2,,,
T,39.789905205,-86.231095542,221.2,,,
T,39.789891329,-86.231098159,221.1,,,
T,39.789877720,-86.231100746,221.1,,,
T,39.789865832,-86.231103013,221.1,,,
T,39.789852766,-86.231104903,221.1,,,
T,39.789837517,-86.231107503,221.1,,,
T,39.789824188,-86.231110042,221.1,,,
T,39.789811119,-86.231112242,221.0,,,
T,39.789797921,-86.231114420,221.0,,,
T,39.789786012,-86.231116648,221.0,,,
T,39.789771506,-86.231119374,221.0,,,
T,39.789759183,-86.231121707,221.0,,,
T,39.789746646,-86.231123735,221.0,,,
T,39.789733292,-86.231125939,220.9,,,
T,39.789719389,-86.231128575,220.9,,,
T,39.789705502,-86.231131187,220.9,,,
T,39.789691148,-86.231133910,220.9,,,
T,39.789679695,-86.231136179,220.9,,,
T,39.789669658,-86.231138179,220.9,,,
T,39.789658627,-86.231140498,220.8,,,
T,39.789646307,-86.231142772,220.8,,,
T,39.789634997,-86.231145181,220.8,,,
T,39.789622570,-86.231147782,220.8,,,
T,39.789609990,-86.231150589,220.8,,,
T,39.789596886,-86.231154117,220.8,,,
T,39.789585408,-86.231157150,220.7,,,
T,39.789573952,-86.231160457,220.7,,,
T,39.789562537,-86.231164089,220.7,,,
T,39.789550326,-86.231167590,220.7,,,
T,39.789538470,-86.231171682,220.7,,,
T,39.789525930,-86.231175605,220.7,,,
T,39.789513970,-86.231179744,220.7,,,
T,39.789502208,-86.231184205,220.7,,,
T,39.789489459,-86.231189155,220.7,,,
T,39.789477847,-86.231193777,220.6,,,
T,39.789464475,-86.231199466,220.6,,,
T,39.789451356,-86.231205891,220.6,,,
T,39.789438884,-86.231211837,220.6,,,
T,39.789426077,-86.231218126,220.6,,,
T,39.789412742,-86.231225374,220.6,,,
T,39.789401177,-86.231231665,220.6,,,
T,39.789387747,-86.231239526,220.5,,,
T,39.789375336,-86.231246323,220.5,,,
T,39.789360780,-86.231254477,220.5,,,
T,39.789348496,-86.231261699,220.5,,,
T,39.789336864,-86.231268795,220.5,,,
T,39.789325213,-86.231275478,220.5,,,
T,39.789311517,-86.231283529,220.5,,,
T,39.789300295,-86.231290492,220.5,,,
T,39.789287245,-86.231298108,220.5,,,
T,39.789271879,-86.231307568,220.6,,,
T,39.789259311,-86.231314758,220.6,,,
T,39.789246143,-86.231322484,220.6,,,
T,39.789233293,-86.231330320,220.6,,,
T,39.789219444,-86.231338782,220.6,,,
T,39.789204896,-86.231347135,220.6,,,
T,39.789188939,-86.231356922,220.6,,,
T,39.789173674,-86.231366166,220.6,,,
T,39.789155429,-86.231377412,220.6,,,
T,39.789141371,-86.231385363,220.6,,,
T,39.789124163,-86.231395584,220.6,,,
T,39.789109829,-86.231404178,220.6,,,
T,39.789092957,-86.231414848,220.6,,,
T,39.789074468,-86.231426966,220.6,,,
T,39.789055114,-86.231439399,220.6,,,
T,39.789035985,-86.231451893,220.5,,,
T,39.789017109,-86.231464473,220.6,,,
T,39.788996622,-86.231478405,220.6,,,
T,39.788975233,-86.231493694,220.7,,,
T,39.788953204,-86.231510132,220.7,,,
T,39.788939362,-86.231522060,220.7,,,
T,39.788925891,-86.231533849,220.7,,,
T,39.788912279,-86.231546491,220.7,,,
T,39.788900177,-86.231558613,220.8,,,
T,39.788888624,-86.231570879,220.8,,,
T,39.788877082,-86.231583875,220.8,,,
T,39.788866408,-86.231595741,220.8,,,
T,39.788855714,-86.231608068,220.8,,,
T,39.788844778,-86.231620899,220.9,,,
T,39.788834584,-86.231633133,220.9,,,
T,39.788824347,-86.231645321,220.9,,,
T,39.788813363,-86.231658473,220.9,,,
T,39.788803785,-86.231669805,220.9,,,
T,39.788792140,-86.231684403,220.9,,,
T,39.788782309,-86.231696692,220.9,,,
T,39.788771672,-86.231711336,220.8,,,
T,39.788762146,-86.231724146,220.8,,,
T,39.788751956,-86.231738776,220.8,,,
T,39.788742012,-86.231753532,220.8,,,
T,39.788731508,-86.231768475,220.9,,,
T,39.788721627,-86.231783316,220.9,,,
T,39.788709200,-86.231801962,221.0,,,
T,39.788697074,-86.231818892,221.0,,,
T,39.788684772,-86.231835869,221.1,,,
T,39.788674095,-86.231851965,221.1,,,
T,39.788662535,-86.231868797,221.2,,,
T,39.788649822,-86.231886851,221.2,,,
T,39.788636996,-86.231904484,221.2,,,
T,39.788624597,-86.231922869,221.3,,,
T,39.788613833,-86.231940250,221.3,,,
T,39.788602495,-86.231959631,221.3,,,
T,39.788592335,-86.231977166,221.3,,,
T,39.788581792,-86.231995821,221.2,,,
T,39.788571070,-86.232014992,221.2,,,
T,39.788559908,-86.232033954,221.2,,,
T,39.788548646,-86.232053964,221.1,,,
T,39.788539441,-86.232072236,221.1,,,
T,39.788530234,-86.232090824,221.1,,,
T,39.788521791,-86.232108810,221.1,,,
T,39.788513162,-86.232126516,221.1,,,
T,39.788504677,-86.232144624,221.1,,,
T,39.788496083,-86.232162924,221.1,,,
T,39.788488346,-86.232179336,221.1,,,
T,39.788480474,-86.232197505,221.1,,,
T,39.788472763,-86.232214690,221.2,,,
T,39.788464340,-86.232233442,221.2,,,
T,39.788456709,-86.232250433,221.3,,,
T,39.788447578,-86.232270538,221.3,,,
T,39.788437940,-86.232291631,221.4,,,
T,39.788429478,-86.232311271,221.5,,,
T,39.788420111,-86.232333829,221.6,,,
T,39.788411802,-86.232355426,221.7,,,
T,39.788403908,-86.232376810,221.7,,,
T,39.788397010,-86.232396954,221.7,,,
T,39.788388224,-86.232423669,221.7,,,
T,39.788380113,-86.232449759,221.7,,,
T,39.788372646,-86.232476037,221.7,,,
T,39.788367229,-86.232496306,221.7,,,
T,39.788362321,-86.232516199,221.7,,,
T,39.788357253,-86.232536691,221.7,,,
T,39.788352871,-86.232556436,221.6,,,
T,39.788349436,-86.232574202,221.6,,,
T,39.788345655,-86.232593272,221.6,,,
T,39.788342210,-86.232611286,221.6,,,
T,39.788338698,-86.232629501,221.5,,,
T,39.788335825,-86.232645830,221.5,,,
T,39.788332627,-86.232663539,221.5,,,
T,39.788329119,-86.232681595,221.5,,,
T,39.788326212,-86.232698053,221.5,,,
T,39.788323438,-86.232715567,221.5,,,
T,39.788320482,-86.232733575,221.4,,,
T,39.788318075,-86.232749199,221.4,,,
T,39.788315015,-86.232766510,221.4,,,
T,39.788312520,-86.232783655,221.4,,,
T,39.788309575,-86.232800459,221.4,,,
T,39.788306854,-86.232818543,221.4,,,
T,39.788304948,-86.232831655,221.3,,,
T,39.788302018,-86.232848461,221.3,,,
T,39.788299516,-86.232863794,221.3,,,
T,39.788297414,-86.232878022,221.3,,,
T,39.788294892,-86.232894521,221.2,,,
T,39.788292647,-86.232911898,221.2,,,
T,39.788290502,-86.232928428,221.2,,,
T,39.788287306,-86.232948898,221.2,,,
T,39.788284488,-86.232967249,221.2,,,
T,39.788281646,-86.232985027,221.2,,,
T,39.788278929,-86.233003250,221.2,,,
T,39.788276365,-86.233019763,221.2,,,
T,39.788273729,-86.233036094,221.2,,,
T,39.788270955,-86.233052994,221.2,,,
T,39.788267942,-86.233071272,221.2,,,
T,39.788264209,-86.233092448,221.2,,,
T,39.788260949,-86.233116723,221.2,,,
T,39.788257960,-86.233139520,221.2,,,
T,39.788254911,-86.233164490,221.2,,,
T,39.788252110,-86.233187591,221.2,,,
T,39.788248956,-86.233213388,221.2,,,
T,39.788247174,-86.233233835,221.2,,,
T,39.788244806,-86.233256243,221.2,,,
T,39.788242533,-86.233279228,221.2,,,
T,39.788239801,-86.233301757,221.2,,,
T,39.788237482,-86.233325468,221.2,,,
T,39.788235546,-86.233347356,221.2,,,
T,39.788233899,-86.233370497,221.2,,,
T,39.788232137,-86.233395544,221.2,,,
T,39.788230615,-86.233417647,221.2,,,
T,39.788229860,-86.233436080,221.2,,,
T,39.788228690,-86.233457824,221.2,,,
T,39.788228029,-86.233479256,221.2,,,
T,39.788227453,-86.233500464,221.2,,,
T,39.788226301,-86.233521196,221.1,,,
T,39.788224697,-86.233544728,221.1,,,
T,39.788223149,-86.233567099,221.1,,,
T,39.788222147,-86.233585209,221.0,,,
T,39.788221746,-86.233605773,221.0,,,
T,39.788220578,-86.233627157,221.0,,,
T,39.788219898,-86.233646572,221.0,,,
T,39.788218795,-86.233666990,220.9,,,
T,39.788218186,-86.233686723,220.9,,,
T,39.788217665,-86.233705492,220.9,,,
T,39.788216770,-86.233724573,220.9,,,
T,39.788216138,-86.233743049,220.9,,,
T,39.788215412,-86.233764874,220.9,,,
T,39.788214461,-86.233787280,220.9,,,
T,39.788213800,-86.233808140,220.9,,,
T,39.788213496,-86.233825154,220.9,,,
T,39.788212666,-86.233843290,221.0,,,
T,39.788211921,-86.233859906,221.0,,,
T,39.788211522,-86.233878207,221.0,,,
T,39.788211036,-86.233897286,221.0,,,
T,39.788210631,-86.233916670,221.0,,,
T,39.788209793,-86.233934821,221.0,,,
T,39.788208999,-86.233953908,221.0,,,
T,39.788208505,-86.233970475,221.0,,,
T,39.788208036,-86.233986888,221.1,,,
T,39.788207530,-86.234004538,221.1,,,
T,39.788207486,-86.234022007,221.1,,,
T,39.788207090,-86.234039837,221.1,,,
T,39.788206433,-86.234058981,221.1,,,
T,39.788205774,-86.234078466,221.1,,,
T,39.788204764,-86.234097546,221.1,,,
T,39.788203764,-86.234115922,221.1,,,
T,39.788203158,-86.234133425,221.1,,,
T,39.788202556,-86.234151287,221.1,,,
T,39.788202332,-86.234169232,221.1,,,
T,39.788202070,-86.234190125,221.1,,,
T,39.788201735,-86.234211211,221.1,,,
T,39.788201550,-86.234229729,221.1,,,
T,39.788201640,-86.234248927,221.1,,,
T,39.788200708,-86.234270172,221.1,,,
T,39.788200449,-86.234290688,221.1,,,
T,39.788200202,-86.234309369,221.1,,,
T,39.788199947,-86.234328621,221.1,,,
T,39.788199348,-86.234348554,221.1,,,
T,39.788199063,-86.234368352,221.1,,,
T,39.788198479,-86.234385921,221.1,,,
T,39.788198588,-86.234403671,221.1,,,
T,39.788198416,-86.234419902,221.1,,,
T,39.788197835,-86.234437570,221.1,,,
T,39.788197638,-86.234452667,221.1,,,
T,39.788197402,-86.234470709,221.1,,,
T,39.788197232,-86.234486088,221.1,,,
T,39.788197031,-86.234500915,221.1,,,
T,39.788196465,-86.234516326,221.1,,,
T,39.788195945,-86.234530191,221.1,,,
T,39.788195024,-86.234545984,221.1,,,
T,39.788195193,-86.234561184,221.1,,,
T,39.788194637,-86.234576605,221.1,,,
T,39.788194811,-86.234592557,221.1,,,
T,39.788194248,-86.234607309,221.1,,,
T,39.788194053,-86.234622665,221.1,,,
T,39.788193811,-86.234641762,221.1,,,
T,39.788193564,-86.234661285,221.1,,,
T,39.788193347,-86.234678433,221.1,,,
T,39.788193158,-86.234693451,221.1,,,
T,39.788192949,-86.234709793,221.1,,,
T,39.788192716,-86.234728183,221.1,,,
T,39.788192763,-86.234742964,221.1,,,
T,39.788192587,-86.234760269,221.1,,,
T,39.788192614,-86.234775853,221.1,,,
T,39.788192462,-86.234792324,221.1,,,
T,39.788192207,-86.234809304,221.1,,,
T,39.788191942,-86.234826466,221.1,,,
T,39.788191708,-86.234844222,221.1,,,
T,39.788191449,-86.234859552,221.1,,,
T,39.788191223,-86.234878027,221.1,,,
T,39.788190741,-86.234896117,221.1,,,
T,39.788190830,-86.234913653,221.1,,,
T,39.788190603,-86.234930334,221.1,,,
T,39.788190407,-86.234948413,221.1,,,
T,39.788190177,-86.234965267,221.1,,,
T,39.788189729,-86.234980405,221.1,,,
T,39.788189541,-86.234998520,221.1,,,
T,39.788189194,-86.235018226,221.1,,,
T,39.788189796,-86.235042923,221.2,,,
T,39.788190238,-86.235065446,221.2,,,
T,39.788191821,-86.235086911,221.2,,,
T,39.788193840,-86.235109400,221.2,,,
T,39.788197703,-86.235133168,221.2,,,
T,39.788201784,-86.235155750,221.2,,,
T,39.788208092,-86.235176287,221.2,,,
T,39.788217649,-86.235198954,221.2,,,
T,39.788229635,-86.235219430,221.1,,,
T,39.788243645,-86.235237722,221.1,,,
T,39.788256464,-86.235251578,221.1,,,
T,39.788269990,-86.235263510,221.1,,,
T,39.788282693,-86.235272223,221.1,,,
T,39.788295697,-86.235279397,221.1,,,
T,39.788311358,-86.235286528,221.1,,,
T,39.788325957,-86.235292647,221.1,,,
T,39.788341055,-86.235297453,221.0,,,
T,39.788354949,-86.235301830,221.0,,,
T,39.788367959,-86.235305234,221.0,,,
T,39.788381338,-86.235308278,221.0,,,
T,39.788398774,-86.235312160,221.0,,,
T,39.788415013,-86.235315798,221.0,,,
T,39.788428981,-86.235318572,221.0,,,
T,39.788445209,-86.235321432,221.0,,,
T,39.788461037,-86.235323414,221.0,,,
T,39.788473645,-86.235324190,221.0,,,
T,39.788486207,-86.235324490,221.0,,,
T,39.788500097,-86.235324520,221.0,,,
T,39.788513172,-86.235324838,221.0,,,
T,39.788525721,-86.235325502,221.0,,,
T,39.788539651,-86.235325892,221.0,,,
T,39.788553124,-86.235326176,221.0,,,
T,39.788567642,-86.235326590,221.1,,,
T,39.788581227,-86.235326440,221.1,,,
T,39.788593997,-86.235327067,221.1,,,
T,39.788608235,-86.235327780,221.1,,,
T,39.788621648,-86.235328368,221.1,,,
T,39.788638006,-86.235329242,221.1,,,
T,39.788652977,-86.235329913,221.1,,,
T,39.788670373,-86.235330024,221.2,,,
T,39.788687053,-86.235328792,221.2,,,
T,39.788701389,-86.235327399,221.2,,,
T,39.788718686,-86.235326452,221.2,,,
T,39.788735572,-86.235325682,221.2,,,
T,39.788752564,-86.235324771,221.2,,,
T,39.788770750,-86.235323644,221.2,,,
T,39.788789500,-86.235322801,221.2,,,
T,39.788810181,-86.235321024,221.2,,,
T,39.788831204,-86.235318344,221.2,,,
T,39.788853082,-86.235315136,221.2,,,
T,39.788874947,-86.235313243,221.1,,,
T,39.788893917,-86.235312486,221.1,,,
T,39.788914461,-86.235310353,221.1,,,
T,39.788935752,-86.235307782,221.1,,,
T,39.788954704,-86.235305332,221.1,,,
T,39.788975149,-86.235303233,221.1,,,
T,39.788994709,-86.235300680,221.1,,,
T,39.789018470,-86.235296681,221.0,,,
T,39.789040594,-86.235293811,221.0,,,
T,39.789064682,-86.235291458,221.0,,,
T,39.789084494,-86.235290155,221.0,,,
T,39.789107327,-86.235288854,221.0,,,
T,39.789133271,-86.235285717,221.0,,,
T,39.789154421,-86.235282155,221.0,,,
T,39.789176476,-86.235276954,221.0,,,
T,39.789197361,-86.235270709,221.0,,,
T,39.789215401,-86.235265621,221.0,,,
T,39.789235105,-86.235265524,221.0,,,
T,39.789254883,-86.235267149,221.0,,,
T,39.789272489,-86.235269670,221.0,,,
T,39.789291862,-86.235273654,221.0,,,
T,39.789309987,-86.235277585,221.0,,,
T,39.789328288,-86.235282672,221.0,,,
T,39.789345650,-86.235286834,221.0,,,
T,39.789364493,-86.235292714,221.0,,,
T,39.789380639,-86.235298500,221.0,,,
T,39.789396959,-86.235305018,221.1,,,
T,39.789415654,-86.235311862,221.1,,,
T,39.789436348,-86.235322292,221.1,,,
T,39.789450101,-86.235330190,221.1,,,
T,39.789464976,-86.235338639,221.1,,,
T,39.789482436,-86.235354204,221.1,,,
T,39.789495405,-86.235365862,221.1,,,
T,39.789507243,-86.235380121,221.1,,,
T,39.789520011,-86.235395299,221.1,,,
T,39.789535154,-86.235412831,221.1,,,
T,39.789545925,-86.235427445,221.2,,,
T,39.789555829,-86.235444976,221.2,,,
T,39.789562688,-86.235460956,221.2,,,
T,39.789569290,-86.235479825,221.2,,,
T,39.789575220,-86.235504277,221.2,,,
T,39.789577676,-86.235525537,221.2,,,
T,39.789580844,-86.235553829,221.2,,,
T,39.789583060,-86.235577216,221.3,,,
T,39.789584224,-86.235608557,221.3,,,
T,39.789583826,-86.235634945,221.3,,,
T,39.789582779,-86.235657253,221.3,,,
T,39.789581334,-86.235684859,221.3,,,
T,39.789579266,-86.235713916,221.3,,,
T,39.789574346,-86.235742155,221.3,,,
T,39.789569788,-86.235770118,221.3,,,
T,39.789561952,-86.235801053,221.3,,,
T,39.789557160,-86.235823250,221.3,,,
T,39.789552111,-86.235844233,221.3,,,
T,39.789545731,-86.235866950,221.3,,,
T,39.789538525,-86.235887932,221.3,,,
T,39.789531423,-86.235908388,221.3,,,
T,39.789523503,-86.235926740,221.3,,,
T,39.789515952,-86.235946675,221.3,,,
T,39.789509849,-86.235965094,221.3,,,
T,39.789503286,-86.235984012,221.3,,,
T,39.789496984,-86.236003333,221.3,,,
T,39.789490102,-86.236023269,221.3,,,
T,39.789484175,-86.236039293,221.3,,,
T,39.789477967,-86.236058936,221.3,,,
T,39.789470872,-86.236081731,221.3,,,
T,39.789463125,-86.236098882,221.3,,,
T,39.789456322,-86.236117495,221.3,,,
T,39.789449698,-86.236137297,221.3,,,
T,39.789443522,-86.236156192,221.3,,,
T,39.789439289,-86.236171502,221.3,,,
T,39.789434122,-86.236186782,221.3,,,
T,39.789427888,-86.236203001,221.3,,,
T,39.789419750,-86.236222967,221.3,,,
T,39.789412238,-86.236241690,221.3,,,
T,39.789404883,-86.236261739,221.3,,,
T,39.789396819,-86.236282918,221.3,,,
T,39.789390802,-86.236301877,221.2,,,
T,39.789382896,-86.236319251,221.2,,,
T,39.789376012,-86.236336359,221.2,,,
T,39.789368439,-86.236354031,221.2,,,
T,39.789360412,-86.236371536,221.2,,,
T,39.789353207,-86.236389027,221.2,,,
T,39.789346412,-86.236404164,221.2,,,
T,39.789337278,-86.236421982,221.2,,,
T,39.789328703,-86.236441753,221.2,,,
T,39.789316871,-86.236468584,221.1,,,
T,39.789306315,-86.236489868,221.1,,,
T,39.789299009,-86.236508855,221.1,,,
T,39.789291839,-86.236529369,221.1,,,
T,39.789284270,-86.236549503,221.1,,,
T,39.789277064,-86.236571089,221.1,,,
T,39.789270754,-86.236591478,221.1,,,
T,39.789264002,-86.236616029,221.1,,,
T,39.789258624,-86.236640307,221.1,,,
T,39.789254572,-86.236661638,221.1,,,
T,39.789251008,-86.236682344,221.1,,,
T,39.789247773,-86.236704403,221.1,,,
T,39.789244660,-86.236724972,221.1,,,
T,39.789241736,-86.236745997,221.1,,,
T,39.789239699,-86.236765540,221.1,,,
T,39.789237163,-86.236785763,221.1,,,
T,39.789234887,-86.236806868,221.1,,,
T,39.789232710,-86.236827277,221.1,,,
T,39.789231224,-86.236845344,221.1,,,
